Unnamed: 0,plant_id,datetime_utc,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,sunrise,sunset,icon,summary,updated_at,power
11,1,2017-10-01 05:30:00,2017-10-01 11:00:00,0.0,33.31,32,0,17.72,278.0,3.73,3.74,1009.6,0.0,275.6,0.0,0.0,3.78,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-day,Clear,2019-07-16 16:37:16,50.44
12,1,2017-10-01 06:30:00,2017-10-01 12:00:00,0.0,36.14,36,0,16.43,304.0,0.96,3.74,1008.54,0.0,275.6,0.0,0.0,3.91,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-day,Clear,2019-07-16 16:37:16,51.59
13,1,2017-10-01 07:30:00,2017-10-01 13:00:00,0.0,35.63,36,0,15.56,291.0,3.97,3.74,1009.6,0.0,275.6,0.0,0.0,4.49,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-day,Clear,2019-07-16 16:37:16,47.95
14,1,2017-10-01 08:30:00,2017-10-01 14:00:00,0.0,35.57,36,0,14.5,315.0,4.67,3.74,1009.6,0.0,275.6,0.0,0.0,4.75,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-day,Clear,2019-07-16 16:37:16,40.48
15,1,2017-10-01 09:30:00,2017-10-01 15:00:00,0.0,38.25,38,0,13.8,275.0,1.72,3.74,1005.31,0.0,275.6,0.0,0.0,4.15,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-day,Clear,2019-07-16 16:37:16,27.45
16,1,2017-10-01 10:30:00,2017-10-01 16:00:00,0.0,36.59,36,0,16.27,330.0,4.47,3.74,1009.6,0.0,275.6,0.0,0.0,4.51,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-day,Clear,2019-07-16 16:37:16,10.28
17,1,2017-10-01 11:30:00,2017-10-01 17:00:00,0.0,35.0,35,0,14.81,330.0,4.47,3.74,1009.6,0.0,275.6,0.0,0.0,4.51,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-day,Clear,2019-07-16 16:37:16,0.93
18,1,2017-10-01 12:30:00,2017-10-01 18:00:00,0.0,35.3,35,0,16.14,311.0,0.89,3.74,1004.45,0.0,275.6,0.0,0.0,3.96,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-day,Clear,2019-07-16 16:37:16,0.0
19,1,2017-10-01 13:30:00,2017-10-01 19:00:00,0.0,31.83,31,0,17.7,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,3.78,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-night,Clear,2019-07-16 16:37:16,0.0
20,1,2017-10-01 14:30:00,2017-10-01 20:00:00,0.0,30.46,30,0,17.1,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-night,Clear,2019-07-16 16:37:16,0.0
21,1,2017-10-01 15:30:00,2017-10-01 21:00:00,0.0,29.18,28,1,19.31,270.0,1.34,3.74,1005.55,0.0,275.6,0.0,0.0,3.7,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-night,Clear,2019-07-16 16:37:16,0.0
22,1,2017-10-01 16:30:00,2017-10-01 22:00:00,0.0,27.91,27,1,17.09,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-night,Clear,2019-07-16 16:37:16,0.0
23,1,2017-10-01 17:30:00,2017-10-01 23:00:00,0.0,27.91,27,1,17.09,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-01 00:52:02,2017-10-01 12:45:07,clear-night,Clear,2019-07-16 16:37:16,0.0
24,1,2017-10-01 18:30:00,2017-10-02 00:00:00,0.0,24.88,24,1,19.47,320.0,0.89,3.74,1006.57,0.0,275.6,0.0,0.0,3.67,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-night,Clear,2019-07-16 16:37:16,0.0
25,1,2017-10-01 19:30:00,2017-10-02 01:00:00,0.0,26.29,26,1,17.19,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-night,Clear,2019-07-16 16:37:16,0.0
26,1,2017-10-01 20:30:00,2017-10-02 02:00:00,0.0,25.17,25,1,17.2,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,3.06,2017-10-02 00:52:33,2017-10-02 12:43:56,fog,Foggy,2019-07-16 16:37:16,0.0
27,1,2017-10-01 21:30:00,2017-10-02 03:00:00,0.0,23.0,23,1,18.25,177.0,0.0,3.74,1006.52,0.0,275.6,0.0,0.0,3.56,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-night,Clear,2019-07-16 16:37:16,0.0
28,1,2017-10-01 22:30:00,2017-10-02 04:00:00,0.0,25.23,25,1,17.71,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-02 00:52:33,2017-10-02 12:43:56,fog,Foggy,2019-07-16 16:37:16,0.0
29,1,2017-10-01 23:30:00,2017-10-02 05:00:00,0.0,24.13,24,1,17.84,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-02 00:52:33,2017-10-02 12:43:56,fog,Foggy,2019-07-16 16:37:16,0.0
30,1,2017-10-02 00:30:00,2017-10-02 06:00:00,0.0,21.69,21,1,17.97,177.0,2.52,3.74,1006.81,0.0,275.6,0.0,0.0,3.51,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-night,Clear,2019-07-16 16:37:16,0.08
31,1,2017-10-02 01:30:00,2017-10-02 07:00:00,0.0,23.02,23,1,17.68,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-02 00:52:33,2017-10-02 12:43:56,fog,Foggy,2019-07-16 16:37:16,4.77
32,1,2017-10-02 02:30:00,2017-10-02 08:00:00,0.0,25.46,25,1,19.58,270.0,1.34,3.74,1009.6,0.0,275.6,0.0,0.0,2.82,2017-10-02 00:52:33,2017-10-02 12:43:56,fog,Foggy,2019-07-16 16:37:16,20.55
33,1,2017-10-02 03:30:00,2017-10-02 09:00:00,0.0,27.82,28,0,15.38,254.0,0.93,3.74,1007.42,0.0,275.6,0.0,0.0,3.77,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-day,Clear,2019-07-16 16:37:16,32.9
34,1,2017-10-02 04:30:00,2017-10-02 10:00:00,0.0,30.59,30,0,17.43,260.0,2.9,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-day,Clear,2019-07-16 16:37:16,43.42
35,1,2017-10-02 05:30:00,2017-10-02 11:00:00,0.0,33.44,33,0,17.38,290.0,3.59,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-day,Clear,2019-07-16 16:37:16,50.44
36,1,2017-10-02 06:30:00,2017-10-02 12:00:00,0.0,34.89,35,0,14.58,301.0,1.7,3.74,1007.22,0.0,275.6,0.0,0.0,4.06,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-day,Clear,2019-07-16 16:37:16,51.59
37,1,2017-10-02 07:30:00,2017-10-02 13:00:00,0.0,35.57,36,0,14.48,306.0,4.54,3.74,1009.6,0.0,275.6,0.0,0.0,5.57,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-day,Clear,2019-07-16 16:37:16,47.95
38,1,2017-10-02 08:30:00,2017-10-02 14:00:00,0.0,36.11,36,0,14.67,315.0,4.44,3.74,1009.6,0.0,275.6,0.0,0.0,5.57,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-day,Clear,2019-07-16 16:37:16,40.48
39,1,2017-10-02 09:30:00,2017-10-02 15:00:00,0.0,37.44,37,0,15.32,314.0,1.5,3.74,1004.98,0.0,275.6,0.0,0.0,4.28,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-day,Clear,2019-07-16 16:37:16,27.45
40,1,2017-10-02 10:30:00,2017-10-02 16:00:00,0.0,35.73,36,0,15.78,302.0,3.99,3.74,1009.6,0.0,275.6,0.0,0.0,5.57,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-day,Clear,2019-07-16 16:37:16,10.28
41,1,2017-10-02 11:30:00,2017-10-02 17:00:00,0.0,35.03,35,0,15.29,323.0,3.77,3.74,1009.6,0.0,275.6,0.0,0.0,5.57,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-day,Clear,2019-07-16 16:37:16,0.93
42,1,2017-10-02 12:30:00,2017-10-02 18:00:00,0.0,35.14,35,0,16.2,309.0,1.01,3.74,1004.02,0.0,275.6,0.0,0.0,4.23,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-day,Clear,2019-07-16 16:37:16,0.0
43,1,2017-10-02 13:30:00,2017-10-02 19:00:00,0.0,31.81,32,0,16.36,320.0,2.68,3.74,1009.6,0.0,275.6,0.0,0.0,4.52,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-night,Clear,2019-07-16 16:37:16,0.0
44,1,2017-10-02 14:30:00,2017-10-02 20:00:00,0.0,32.22,32,0,14.79,310.0,2.68,3.74,1009.6,0.0,275.6,0.0,0.0,4.99,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-night,Clear,2019-07-16 16:37:16,0.0
45,1,2017-10-02 15:30:00,2017-10-02 21:00:00,0.0,29.54,28,1,18.94,292.0,0.62,3.74,1005.53,0.0,275.6,0.0,0.0,4.02,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-night,Clear,2019-07-16 16:37:16,0.0
46,1,2017-10-02 16:30:00,2017-10-02 22:00:00,0.0,27.91,27,1,17.09,280.0,1.34,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-02 00:52:33,2017-10-02 12:43:56,clear-night,Clear,2019-07-16 16:37:16,0.0
47,1,2017-10-02 17:30:00,2017-10-02 23:00:00,0.0,27.91,27,1,17.09,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-02 00:52:33,2017-10-02 12:43:56,fog,Foggy,2019-07-16 16:37:16,0.0
48,1,2017-10-02 18:30:00,2017-10-03 00:00:00,0.0,26.53,26,1,18.57,320.0,0.66,3.74,1006.47,0.0,275.6,0.0,0.0,3.86,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-night,Clear,2019-07-16 16:37:16,0.0
49,1,2017-10-02 19:30:00,2017-10-03 01:00:00,0.0,25.23,25,1,17.71,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-03 00:53:05,2017-10-03 12:42:45,fog,Foggy,2019-07-16 16:37:16,0.0
50,1,2017-10-02 20:30:00,2017-10-03 02:00:00,0.0,24.13,24,1,17.84,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-03 00:53:05,2017-10-03 12:42:45,fog,Foggy,2019-07-16 16:37:16,0.0
51,1,2017-10-02 21:30:00,2017-10-03 03:00:00,0.0,24.23,24,1,18.13,320.0,0.45,3.74,1006.68,0.0,275.6,0.0,0.0,3.72,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-night,Clear,2019-07-16 16:37:16,0.0
52,1,2017-10-02 22:30:00,2017-10-03 04:00:00,0.0,23.17,23,1,18.94,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-03 00:53:05,2017-10-03 12:42:45,fog,Foggy,2019-07-16 16:37:16,0.0
53,1,2017-10-02 23:30:00,2017-10-03 05:00:00,0.0,22.62,22,1,18.8,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-03 00:53:05,2017-10-03 12:42:45,fog,Foggy,2019-07-16 16:37:16,0.0
54,1,2017-10-03 00:30:00,2017-10-03 06:00:00,0.0,22.09,22,1,18.04,320.0,0.51,3.74,1007.4,0.0,275.6,0.0,0.0,3.72,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-night,Clear,2019-07-16 16:37:16,0.08
55,1,2017-10-03 01:30:00,2017-10-03 07:00:00,0.0,22.62,22,1,18.8,260.0,1.34,3.74,1009.6,0.0,275.6,0.0,0.0,2.25,2017-10-03 00:53:05,2017-10-03 12:42:45,fog,Foggy,2019-07-16 16:37:16,4.77
56,1,2017-10-03 02:30:00,2017-10-03 08:00:00,0.0,25.17,25,1,17.2,250.0,1.34,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-03 00:53:05,2017-10-03 12:42:45,fog,Foggy,2019-07-16 16:37:16,20.55
57,1,2017-10-03 03:30:00,2017-10-03 09:00:00,0.0,27.88,27,1,17.66,275.0,0.48,3.74,1009.24,0.0,275.6,0.0,0.0,3.73,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-day,Clear,2019-07-16 16:37:16,32.9
58,1,2017-10-03 04:30:00,2017-10-03 10:00:00,0.0,30.97,30,0,18.25,300.0,1.97,3.74,1009.6,0.0,275.6,0.0,0.0,3.52,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-day,Clear,2019-07-16 16:37:16,43.42
59,1,2017-10-03 05:30:00,2017-10-03 11:00:00,0.0,34.04,32,0,19.44,275.0,2.67,3.74,1009.6,0.0,275.6,0.0,0.0,4.25,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-day,Clear,2019-07-16 16:37:16,50.44
60,1,2017-10-03 06:30:00,2017-10-03 12:00:00,0.0,37.19,35,0,18.69,294.0,1.06,3.74,1008.6,0.0,275.6,0.0,0.0,3.96,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-day,Clear,2019-07-16 16:37:16,51.59
61,1,2017-10-03 07:30:00,2017-10-03 13:00:00,0.0,35.23,34,0,18.36,339.0,3.75,3.74,1009.6,0.0,275.6,0.0,0.0,4.49,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-day,Clear,2019-07-16 16:37:16,47.95
62,1,2017-10-03 08:30:00,2017-10-03 14:00:00,0.0,36.92,35,0,18.95,320.0,3.96,3.74,1009.6,0.0,275.6,0.0,0.0,4.49,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-day,Clear,2019-07-16 16:37:16,40.48
63,1,2017-10-03 09:30:00,2017-10-03 15:00:00,0.0,38.34,37,0,16.78,318.0,1.63,3.74,1006.17,0.0,275.6,0.0,0.0,3.96,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-day,Clear,2019-07-16 16:37:16,27.45
64,1,2017-10-03 10:30:00,2017-10-03 16:00:00,0.0,37.41,36,0,17.7,340.0,3.83,3.74,1009.6,0.0,275.6,0.0,0.0,4.49,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-day,Clear,2019-07-16 16:37:16,10.28
65,1,2017-10-03 11:30:00,2017-10-03 17:00:00,0.0,37.48,36,0,18.78,340.0,3.61,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-day,Clear,2019-07-16 16:37:16,0.93
66,1,2017-10-03 12:30:00,2017-10-03 18:00:00,0.0,35.97,35,0,17.98,324.0,1.05,3.74,1005.72,0.0,275.6,0.0,0.0,4.02,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-day,Clear,2019-07-16 16:37:16,0.0
67,1,2017-10-03 13:30:00,2017-10-03 19:00:00,0.0,33.01,32,0,18.75,328.0,2.03,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-night,Clear,2019-07-16 16:37:16,0.0
68,1,2017-10-03 14:30:00,2017-10-03 20:00:00,0.0,31.89,30,1,19.96,300.0,2.24,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-night,Clear,2019-07-16 16:37:16,0.0
69,1,2017-10-03 15:30:00,2017-10-03 21:00:00,0.0,30.31,28,1,20.88,319.0,1.55,3.74,1007.28,0.0,275.6,0.0,0.0,3.7,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-night,Clear,2019-07-16 16:37:16,0.0
70,1,2017-10-03 16:30:00,2017-10-03 22:00:00,0.0,29.89,28,1,21.08,177.0,0.0,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-night,Clear,2019-07-16 16:37:16,0.0
71,1,2017-10-03 17:30:00,2017-10-03 23:00:00,0.0,29.14,27,1,21.03,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-03 00:53:05,2017-10-03 12:42:45,clear-night,Clear,2019-07-16 16:37:16,0.0
72,1,2017-10-03 18:30:00,2017-10-04 00:00:00,0.0,25.78,25,1,19.72,320.0,0.89,3.74,1008.15,0.0,275.6,0.0,0.0,3.7,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-night,Clear,2019-07-16 16:37:16,0.0
73,1,2017-10-03 19:30:00,2017-10-04 01:00:00,0.0,27.62,26,1,21.11,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-night,Clear,2019-07-16 16:37:16,0.0
74,1,2017-10-03 20:30:00,2017-10-04 02:00:00,0.0,24.53,24,1,21.02,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,3.06,2017-10-04 00:53:38,2017-10-04 12:41:34,fog,Foggy,2019-07-16 16:37:16,0.0
75,1,2017-10-03 21:30:00,2017-10-04 03:00:00,0.0,24.09,24,1,20.11,177.0,0.0,3.74,1008.41,0.0,275.6,0.0,0.0,3.62,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-night,Clear,2019-07-16 16:37:16,0.0
76,1,2017-10-03 22:30:00,2017-10-04 04:00:00,0.0,24.53,24,1,21.02,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,3.06,2017-10-04 00:53:38,2017-10-04 12:41:34,fog,Foggy,2019-07-16 16:37:16,0.0
77,1,2017-10-03 23:30:00,2017-10-04 05:00:00,0.0,24.53,24,1,21.02,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-04 00:53:38,2017-10-04 12:41:34,fog,Foggy,2019-07-16 16:37:16,0.0
78,1,2017-10-04 00:30:00,2017-10-04 06:00:00,0.0,22.85,22,1,18.69,177.0,2.52,3.74,1009.01,0.0,275.6,0.0,0.0,3.51,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-night,Clear,2019-07-16 16:37:16,0.08
79,1,2017-10-04 01:30:00,2017-10-04 07:00:00,0.0,24.39,24,1,20.02,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.57,2017-10-04 00:53:38,2017-10-04 12:41:34,fog,Foggy,2019-07-16 16:37:16,4.77
80,1,2017-10-04 02:30:00,2017-10-04 08:00:00,0.0,24.96,24,1,20.03,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,2.25,2017-10-04 00:53:38,2017-10-04 12:41:34,fog,Foggy,2019-07-16 16:37:16,20.55
81,1,2017-10-04 03:30:00,2017-10-04 09:00:00,0.0,26.64,26,1,19.54,263.0,0.53,3.74,1010.85,0.0,275.6,0.0,0.0,3.65,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-day,Clear,2019-07-16 16:37:16,32.9
82,1,2017-10-04 04:30:00,2017-10-04 10:00:00,0.0,32.55,31,1,19.99,295.0,1.06,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-day,Clear,2019-07-16 16:37:16,43.42
83,1,2017-10-04 05:30:00,2017-10-04 11:00:00,0.0,34.43,32,0,19.55,314.0,2.45,3.74,1009.6,0.0,275.6,0.0,0.0,3.78,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-day,Clear,2019-07-16 16:37:16,50.44
84,1,2017-10-04 06:30:00,2017-10-04 12:00:00,0.09,36.51,35,0,18.72,313.0,1.59,3.74,1009.57,0.0,275.6,0.0,0.0,3.89,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-day,Clear,2019-07-16 16:37:16,51.59
85,1,2017-10-04 07:30:00,2017-10-04 13:00:00,0.0,38.2,35,0,20.54,317.0,3.38,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-day,Clear,2019-07-16 16:37:16,47.95
86,1,2017-10-04 08:30:00,2017-10-04 14:00:00,0.0,37.48,36,0,18.78,330.0,3.96,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-day,Clear,2019-07-16 16:37:16,40.48
87,1,2017-10-04 09:30:00,2017-10-04 15:00:00,0.09,38.32,37,0,17.19,325.0,1.52,3.74,1007.33,0.0,275.6,0.0,0.0,3.88,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-day,Clear,2019-07-16 16:37:16,27.45
88,1,2017-10-04 10:30:00,2017-10-04 16:00:00,0.0,36.58,36,0,16.25,332.0,3.69,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-day,Clear,2019-07-16 16:37:16,10.28
89,1,2017-10-04 11:30:00,2017-10-04 17:00:00,0.0,35.0,35,0,15.03,343.0,3.37,3.74,1009.6,0.0,275.6,0.0,0.0,4.02,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-day,Clear,2019-07-16 16:37:16,0.93
90,1,2017-10-04 12:30:00,2017-10-04 18:00:00,0.0,35.23,34,0,18.07,330.0,1.2,3.74,1007.29,0.0,275.6,0.0,0.0,3.88,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-day,Clear,2019-07-16 16:37:16,0.0
91,1,2017-10-04 13:30:00,2017-10-04 19:00:00,0.0,32.98,32,0,17.66,310.0,2.68,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-night,Clear,2019-07-16 16:37:16,0.0
92,1,2017-10-04 14:30:00,2017-10-04 20:00:00,0.0,32.41,31,0,18.78,300.0,2.24,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-night,Clear,2019-07-16 16:37:16,0.0
93,1,2017-10-04 15:30:00,2017-10-04 21:00:00,0.0,30.41,28,1,20.64,317.0,1.29,3.74,1008.62,0.0,275.6,0.0,0.0,3.67,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-night,Clear,2019-07-16 16:37:16,0.0
94,1,2017-10-04 16:30:00,2017-10-04 22:00:00,0.0,31.89,30,1,19.96,350.0,2.24,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-night,Clear,2019-07-16 16:37:16,0.0
95,1,2017-10-04 17:30:00,2017-10-04 23:00:00,0.0,30.7,29,1,20.06,340.0,1.34,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-04 00:53:38,2017-10-04 12:41:34,clear-night,Clear,2019-07-16 16:37:16,0.0
96,1,2017-10-04 18:30:00,2017-10-05 00:00:00,0.0,27.84,26,1,20.25,311.0,0.71,3.74,1009.38,0.0,275.6,0.0,0.0,3.67,2017-10-05 00:54:10,2017-10-05 12:40:24,clear-night,Clear,2019-07-16 16:37:16,0.0
97,1,2017-10-04 19:30:00,2017-10-05 01:00:00,0.0,29.89,28,1,21.08,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-05 00:54:10,2017-10-05 12:40:24,clear-night,Clear,2019-07-16 16:37:16,0.0
98,1,2017-10-04 20:30:00,2017-10-05 02:00:00,0.0,29.44,28,1,20.08,30.0,1.34,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-05 00:54:10,2017-10-05 12:40:24,clear-night,Clear,2019-07-16 16:37:16,0.0
99,1,2017-10-04 21:30:00,2017-10-05 03:00:00,0.0,25.21,25,1,19.94,40.0,1.34,3.74,1009.57,0.0,275.6,0.0,0.0,3.67,2017-10-05 00:54:10,2017-10-05 12:40:24,clear-night,Clear,2019-07-16 16:37:16,0.0
100,1,2017-10-04 22:30:00,2017-10-05 04:00:00,0.0,26.58,26,1,19.97,80.0,1.34,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-05 00:54:10,2017-10-05 12:40:24,clear-night,Clear,2019-07-16 16:37:16,0.0
101,1,2017-10-04 23:30:00,2017-10-05 05:00:00,0.0,26.58,26,1,19.97,177.0,2.52,3.74,1009.6,0.0,275.6,0.0,0.0,3.54,2017-10-05 00:54:10,2017-10-05 12:40:24,clear-night,Clear,2019-07-16 16:37:16,0.0
